,taxpayer_id,states,FiledLate,MaritalStatus,EmploymentStatus,EducationLevel,Age_mean,income,median_monthly_income,cleaned_tax,statemode,CreditScore_constant,CreditScore_missing,LoanAmount_end_of_tail
7225,7226,TN,0,Single,Self-Employed,Master,48.78677777777778,58678.43134761411,4889.869278967843,7735.686269522823,TN,618.0,0,81275.83793155635
7226,7227,ML,0,Single,Retired,Bachelor,42.0,21796.035057144712,1816.3362547620595,1179.603505714471,ML,737.0,0,133197.8622859032
7227,7228,AS,0,Married,Self-Employed,Master,51.0,58146.85737730842,4845.571448109035,7629.371475461685,AS,385.0,0,442695.1039730998
7228,7229,HR,1,Widowed,Employed,Bachelor,20.0,23036.83959805085,1919.736633170904,1303.6839598050851,HR,343.0,0,157308.56907733105
7229,7230,HR,0,Single,Retired,PhD,75.0,49117.58623128712,4093.1321859405934,5823.517246257424,HR,563.0,0,442695.1039730998
7230,7231,MP,0,Divorced,Unemployed,Bachelor,41.0,52120.70300791543,4343.391917326286,7983.148454689412,MP,548.0,0,156110.1201668053
7231,7232,AP,0,Married,Unemployed,PhD,79.0,62214.4601255068,5184.538343792233,8664.33803765204,AP,322.0,0,442695.1039730998
7232,7233,JH,1,Divorced,Self-Employed,High School,71.0,55454.07984162275,4621.173320135229,7090.81596832455,JH,511.0,0,138349.7805730422
7233,7234,CG,1,Single,Unemployed,High School,59.0,37753.790172739005,3146.149181061584,3550.758034547801,CG,827.0,0,442695.1039730998
7234,7235,CG,0,Single,Unemployed,High School,26.0,38090.13015956138,3174.1775132967814,3618.0260319122754,CG,546.0,0,442695.1039730998
7235,7236,MZ,1,Single,Unemployed,Master,43.0,59935.80079297256,2578.837096600982,2189.2090318423566,MZ,808.0,0,194327.59706679345
7236,7237,SK,0,Married,Employed,Master,37.0,63716.739079622086,5309.728256635174,9115.021723886626,SK,537.0,0,198895.70024840915
7237,7238,MH,0,Single,Retired,PhD,57.0,62922.35756872027,5243.529797393356,8876.70727061608,MH,337.0,0,184476.48415256848
7238,7239,GA,0,Widowed,Self-Employed,Master,27.0,72049.34786610868,6004.112322175723,11614.804359832606,GA,669.0,0,357232.3384120804
7239,7240,MH,1,Married,Self-Employed,Master,36.0,50997.45024534072,4249.78752044506,6199.490049068144,MH,731.0,0,194782.25038551213
7240,7241,KL,0,Widowed,Retired,Master,20.0,28781.81900296102,5004.438100873866,1878.181900296102,KL,568.0,0,442695.1039730998
7241,7242,PB,1,Single,Employed,High School,41.0,54312.012703288856,4526.001058607405,6862.402540657771,PB,422.0,0,102438.01466926614
7242,7243,SK,1,Divorced,Retired,Master,22.0,60198.84586390002,5016.570488658335,8059.653759170007,SK,326.0,0,196552.6874868213
7243,7244,SK,0,Divorced,Self-Employed,Bachelor,20.0,39034.51813799303,3252.8765114994194,3806.903627598606,SK,302.0,0,442695.1039730998
7244,7245,AP,1,Married,Unemployed,Master,75.0,40742.8854699213,3395.2404558267745,4148.57709398426,AP,616.0,0,442695.1039730998
7245,7246,CG,0,Single,Unemployed,Bachelor,44.0,68116.61554363651,5676.384628636376,10434.984663090952,CG,371.0,0,442695.1039730998
7246,7247,NL,0,Married,Unemployed,High School,33.0,61811.18783178329,5150.932319315274,8543.356349534986,NL,444.0,0,442695.1039730998
7247,7248,MH,0,Single,Employed,PhD,66.0,80391.64962696082,6699.304135580068,14117.494888088244,MH,709.0,0,279181.80620138324
7248,7249,GJ,0,Widowed,Employed,Master,32.0,90997.8145529161,7583.151212743009,17299.34436587483,GJ,584.0,0,290014.1360572243
7249,7250,TR,1,Widowed,Employed,PhD,52.0,32949.44455137335,2745.787045947779,2589.8889102746703,TR,371.0,0,149742.1706449999
7250,7251,MN,0,Married,Unemployed,PhD,29.0,52460.38219904684,4371.698516587237,6492.076439809369,MN,478.0,0,442695.1039730998
7251,7252,HP,0,Widowed,Self-Employed,PhD,58.0,62225.42040636649,5185.451700530541,8667.626121909947,HP,342.0,0,-5382.98349349387
7252,7253,MN,0,Divorced,Employed,PhD,70.0,59935.80079297256,5545.360098843891,9963.296355838009,MN,-1.0,1,166757.69444749894
7253,7254,UK,0,Married,Retired,Master,61.0,78285.86131588329,6523.821776323607,13485.758394764987,UK,708.0,0,155887.1302480844
7254,7255,ML,1,Widowed,Unemployed,Bachelor,43.0,73115.24935859197,5004.438100873866,11934.574807577592,ML,533.0,0,179895.27393749877
7255,7256,HP,1,Single,Unemployed,PhD,48.78677777777778,80491.74209810948,6707.645174842457,14147.522629432842,HP,661.0,0,209229.44992301785
7256,7257,UK,0,Married,Unemployed,High School,51.0,61104.48371431205,5092.040309526004,8331.345114293616,UK,801.0,0,186303.86074938512
7257,7258,GJ,1,Divorced,Unemployed,High School,40.0,48686.93255548485,4057.2443796237376,5737.386511096969,GJ,423.0,0,109795.68000117072
7258,7259,GJ,0,Single,Self-Employed,Bachelor,48.0,95099.21734897212,5004.438100873866,18529.76520469164,GJ,610.0,0,140449.25962424092
7259,7260,MZ,0,Divorced,Unemployed,PhD,67.0,62759.85322672065,5229.987768893388,8827.955968016195,MZ,472.0,0,241458.34130295808
7260,7261,KA,0,Single,Unemployed,High School,37.0,55646.74517993757,5004.438100873866,7129.349035987514,KA,774.0,0,442695.1039730998
7261,7262,UK,1,Single,Self-Employed,Master,29.0,40700.05232684936,5004.438100873866,4140.010465369873,UK,513.0,0,327424.0415312309
7262,7263,GA,0,Divorced,Retired,High School,40.0,59935.80079297256,5239.202621656483,8861.129437963338,GA,544.0,0,224991.28667650875
7263,7264,MH,1,Single,Retired,PhD,21.0,78080.82047465675,6506.735039554729,13424.246142397024,MH,353.0,0,319040.09891945834
7264,7265,MN,1,Married,Self-Employed,PhD,48.78677777777778,59935.80079297256,4249.301907320904,6198.324577570172,MN,401.0,0,84189.37081078909
7265,7266,RJ,0,Widowed,Unemployed,PhD,65.0,57599.1681288142,4799.930677401183,7519.83362576284,RJ,796.0,0,247256.25907769563
7266,7267,HR,1,Single,Employed,PhD,72.0,64484.81594778217,5373.734662315181,9345.44478433465,HR,835.0,0,260603.63910657028
7267,7268,TS,0,Married,Employed,High School,65.0,68499.1458521233,5708.262154343609,10549.74375563699,TS,456.0,0,442695.1039730998
7268,7269,UK,1,Single,Unemployed,Master,18.0,55322.967910193445,4610.247325849454,7064.593582038689,UK,307.0,0,442695.1039730998
7269,7270,BR,1,Divorced,Self-Employed,PhD,71.0,52915.03442680632,5004.438100873866,6583.006885361264,BR,758.0,0,225395.8888860067
7270,7271,AP,1,Married,Unemployed,PhD,42.0,50806.283649690784,4233.856970807566,6161.256729938157,AP,-1.0,1,171115.16290645656
7271,7272,GA,1,Single,Unemployed,Bachelor,48.78677777777778,40081.2649662013,5004.438100873866,4016.25299324026,GA,716.0,0,246276.81394587923
7272,7273,UP,0,Divorced,Self-Employed,High School,47.0,46136.79532787104,3844.732943989253,5227.359065574206,UP,619.0,0,193049.134144097
7273,7274,AP,0,Single,Self-Employed,Master,20.0,45652.79834628984,3804.399862190821,5130.559669257968,AP,554.0,0,442695.1039730998
7274,7275,RJ,0,Married,Employed,Master,75.0,32240.8124800291,2686.7343733357584,2448.16249600582,RJ,456.0,0,442695.1039730998
7275,7276,CG,0,Married,Employed,Master,38.0,77873.00405564561,6489.417004637135,13361.90121669368,CG,604.0,0,442695.1039730998
7276,7277,OR,0,Widowed,Unemployed,Bachelor,42.0,66472.21928918677,5539.351607432232,9941.665786756032,OR,408.0,0,222352.1951170788
7277,7278,CG,0,Single,Self-Employed,High School,37.0,59935.80079297256,5213.340674988792,8768.026429959651,CG,387.0,0,244147.49296864215
7278,7279,SK,0,Married,Retired,PhD,66.0,83481.8637266502,6956.82197722085,15044.55911799506,SK,304.0,0,442695.1039730998
7279,7280,CG,1,Divorced,Unemployed,High School,48.78677777777778,72921.2528874974,6076.771073958116,11876.375866249218,CG,736.0,0,291133.86974306987
7280,7281,MZ,1,Married,Retired,Bachelor,39.0,45786.91818142664,3815.576515118886,5157.383636285327,MZ,538.0,0,269057.6808236684
7281,7282,WB,0,Single,Unemployed,PhD,38.0,81121.03910370066,6760.086591975056,14336.3117311102,WB,434.0,0,65062.46433069775
7282,7283,KL,0,Married,Self-Employed,Bachelor,79.0,77500.70731463798,6458.392276219833,13250.212194391395,KL,811.0,0,249514.26263886289
7283,7284,GJ,1,Married,Employed,Master,78.0,39877.410055615655,3323.117504634638,3975.482011123131,GJ,710.0,0,442695.1039730998
7284,7285,MN,1,Widowed,Unemployed,Bachelor,50.0,76250.05923482077,6354.171602901731,12875.017770446231,MN,500.0,0,442695.1039730998
7285,7286,OR,0,Married,Self-Employed,PhD,69.0,51589.50770221397,5004.438100873866,6317.901540442795,OR,681.0,0,89808.54491447727
7286,7287,TN,0,Single,Employed,PhD,48.78677777777778,77948.66830098255,6495.7223584152125,13384.600490294764,TN,485.0,0,175827.41156419198
7287,7288,RJ,1,Single,Employed,Bachelor,78.0,53916.95819275878,4493.079849396565,6783.391638551756,RJ,601.0,0,197427.98402399465
7288,7289,MP,1,Married,Self-Employed,High School,32.0,50400.01099112173,4200.000915926811,6080.002198224346,MP,602.0,0,442695.1039730998
7289,7290,KL,1,Married,Self-Employed,High School,75.0,52255.06580958953,4354.588817465794,6451.013161917906,KL,776.0,0,442695.1039730998
7290,7291,OR,1,Married,Self-Employed,High School,75.0,42500.97228931733,3541.7476907764444,4500.194457863467,OR,-1.0,1,144479.9981393026
7291,7292,MP,1,Divorced,Retired,Master,63.0,33353.586995947895,2779.4655829956578,2670.717399189579,MP,728.0,0,442695.1039730998
7292,7293,UK,0,Single,Retired,Master,69.0,15018.045722743012,1251.5038102285844,501.8045722743013,UK,-1.0,1,261652.94700845907
7293,7294,GA,1,Single,Unemployed,Master,32.0,41015.886000013335,3417.9905000011117,4203.177200002667,GA,361.0,0,442695.1039730998
7294,7295,AP,0,Single,Unemployed,Master,63.0,107351.21904397172,8945.934920330976,22205.36571319151,AP,424.0,0,150077.0358594178
7295,7296,GA,1,Single,Self-Employed,High School,42.0,68608.69599709554,5004.438100873866,10582.60879912866,GA,669.0,0,442695.1039730998
7296,7297,MP,0,Divorced,Unemployed,High School,38.0,93556.00695826334,5004.438100873866,18066.802087479,MP,567.0,0,77122.12660093314
7297,7298,MP,0,Single,Unemployed,Bachelor,41.0,54272.38936044491,4522.69911337041,6854.477872088983,MP,813.0,0,82407.57559936689
7298,7299,MP,0,Widowed,Retired,Master,74.0,51570.21268542363,4297.517723785302,7983.148454689412,MP,341.0,0,71233.34186869458
7299,7300,PB,0,Married,Self-Employed,Bachelor,75.0,90897.7318353754,7574.8109862812835,7983.148454689412,PB,481.0,0,321969.9261917847
7300,7301,BR,0,Single,Unemployed,Master,22.0,66763.72371031495,5563.6436425262455,10029.117113094486,BR,310.0,0,185504.32611006152
7301,7302,CG,1,Married,Self-Employed,PhD,23.0,42805.0410235294,3567.0867519607827,4561.00820470588,CG,539.0,0,363412.62102334166
7302,7303,MP,0,Single,Unemployed,Master,66.0,71392.51472097669,5949.376226748057,11417.754416293006,MP,668.0,0,229477.9171896318
7303,7304,HP,1,Divorced,Retired,Master,60.0,82515.92313503669,6876.326927919724,7983.148454689412,HP,705.0,0,442695.1039730998
7304,7305,MZ,0,Divorced,Self-Employed,High School,65.0,34298.296203145226,2858.1913502621023,2859.659240629045,MZ,512.0,0,184151.57238347057
7305,7306,AS,1,Widowed,Unemployed,PhD,61.0,68363.84997259236,5696.98749771603,10509.154991777708,AS,-1.0,1,250075.75295484872
7306,7307,UK,0,Divorced,Employed,Master,64.0,35488.95402163854,2957.4128351365453,3097.7908043277084,UK,476.0,0,442695.1039730998
7307,7308,PB,0,Divorced,Retired,PhD,40.0,81541.59583756114,6795.132986463428,14462.47875126834,PB,-1.0,1,165074.31217608627
7308,7309,NL,1,Divorced,Employed,Bachelor,21.0,64152.571774587646,5346.047647882304,9245.771532376291,NL,558.0,0,271081.8782517235
7309,7310,TR,1,Single,Self-Employed,Bachelor,44.0,71333.90085977176,5944.491738314313,11400.170257931528,TR,-1.0,1,115761.66972375284
7310,7311,UK,1,Married,Retired,High School,35.0,56086.00916316042,4673.834096930035,7217.201832632085,UK,-1.0,1,213716.0922159171
7311,7312,MN,1,Widowed,Retired,Master,38.0,27931.15627398016,2327.5963561650133,1793.115627398016,MN,498.0,0,442695.1039730998
7312,7313,TN,1,Married,Unemployed,High School,45.0,52054.22111588965,4337.851759657471,6410.844223177931,TN,336.0,0,169941.45354198798
7313,7314,AP,0,Widowed,Self-Employed,Bachelor,52.0,76737.11143150397,6394.759285958665,13021.13342945119,AP,847.0,0,239434.22361828768
7314,7315,HP,0,Widowed,Employed,Master,39.0,95885.3180853333,7990.443173777776,18765.59542559999,HP,586.0,0,189567.2265016013
7315,7316,GA,0,Single,Employed,PhD,57.0,59935.80079297256,5423.435134833016,9524.366485398856,GA,723.0,0,442695.1039730998
7316,7317,NL,1,Married,Employed,High School,40.0,47645.653599380654,3970.471133281721,5529.130719876132,NL,737.0,0,233097.5100453627
7317,7318,AP,0,Married,Retired,Master,20.0,69642.65000881377,5803.554167401147,10892.79500264413,AP,672.0,0,442695.1039730998
7318,7319,SK,1,Married,Employed,Bachelor,57.0,75118.10521714509,6259.842101428757,12535.431565143524,SK,524.0,0,310853.38539695373
7319,7320,GJ,0,Widowed,Retired,PhD,67.0,62389.56728535121,5199.130607112601,8716.870185605363,GJ,729.0,0,442695.1039730998
7320,7321,JH,1,Widowed,Employed,Master,27.0,61281.85573197815,5004.438100873866,8384.556719593444,JH,469.0,0,442695.1039730998
7321,7322,GA,1,Widowed,Unemployed,Master,42.0,63844.94864976582,5320.412387480485,9153.484594929749,GA,669.0,0,290632.4730509909
7322,7323,GJ,0,Single,Self-Employed,High School,69.0,60783.906793775954,5065.325566147996,8235.172038132787,GJ,392.0,0,442695.1039730998
7323,7324,GA,1,Widowed,Self-Employed,PhD,66.0,65360.057337071645,5446.671444755971,9608.017201121493,GA,775.0,0,123798.69302058069
7324,7325,HR,0,Single,Unemployed,High School,25.0,92896.13853733028,7741.344878110858,17868.841561199086,HR,314.0,0,257674.34180501767
7325,7326,AR,0,Married,Unemployed,PhD,72.0,23400.544819109306,5004.438100873866,1340.0544819109302,AR,-1.0,1,220211.2502708801
7326,7327,HP,1,Single,Retired,Master,28.0,55707.7975004601,4642.316458371675,7141.559500092021,HP,322.0,0,442695.1039730998
7327,7328,TR,0,Divorced,Self-Employed,PhD,78.0,43217.6257171622,3601.468809763516,4643.52514343244,TR,802.0,0,442695.1039730998
7328,7329,UK,1,Divorced,Employed,Master,48.78677777777778,81254.45509019216,6771.2045908493465,14376.336527057649,UK,422.0,0,442695.1039730998
7329,7330,HP,1,Married,Unemployed,Bachelor,75.0,57464.12094622117,4788.676745518431,7492.824189244235,HP,571.0,0,155801.50476158765
7330,7331,GJ,0,Divorced,Unemployed,Bachelor,62.0,70074.68595961164,5839.5571633009695,11022.405787883492,GJ,457.0,0,166370.03489724253
7331,7332,HP,1,Widowed,Retired,Bachelor,70.0,85691.52200086562,7140.9601667388015,15707.456600259684,HP,588.0,0,97943.94062328084
7332,7333,MZ,1,Divorced,Retired,High School,72.0,40541.827098966,3378.4855915805,4108.365419793201,MZ,740.0,0,442695.1039730998
7333,7334,AS,0,Single,Self-Employed,PhD,54.0,59935.80079297256,4208.723543175278,6100.936503620667,AS,551.0,0,146914.49278618934
7334,7335,ML,1,Widowed,Employed,Bachelor,73.0,83833.48265781472,6986.123554817893,15150.044797344415,ML,-1.0,1,218111.2029502893
7335,7336,ML,1,Divorced,Unemployed,PhD,76.0,39820.869935872106,3318.4058279893425,3964.173987174421,ML,837.0,0,338124.41076440713
7336,7337,AR,1,Married,Unemployed,High School,48.78677777777778,51111.9536913174,4259.32947427645,6222.390738263481,AR,825.0,0,196858.34685236143
7337,7338,KA,1,Divorced,Retired,Bachelor,48.78677777777778,31193.601006436613,2599.466750536385,2238.7202012873227,KA,315.0,0,238557.847484937
7338,7339,ML,0,Widowed,Employed,Bachelor,46.0,84540.54030132406,7045.045025110338,15362.162090397218,ML,592.0,0,442695.1039730998
7339,7340,MN,0,Divorced,Unemployed,PhD,22.0,59935.80079297256,4128.13015462884,5907.512371109215,MN,550.0,0,174751.58126659004
7340,7341,AP,0,Divorced,Self-Employed,Bachelor,26.0,66320.88840684808,5526.740700570674,9896.266522054426,AP,460.0,0,442695.1039730998
7341,7342,RJ,0,Single,Retired,Master,76.0,72167.64583639128,6013.970486365941,11650.293750917384,RJ,557.0,0,124892.08776204137
7342,7343,MZ,0,Single,Retired,Master,48.78677777777778,45541.73633251028,3795.144694375857,5108.347266502056,MZ,844.0,0,279750.6352063141
7343,7344,AS,0,Single,Self-Employed,Bachelor,19.0,25727.998529456767,2143.9998774547307,7983.148454689412,AS,362.0,0,138091.75006481528
7344,7345,SK,1,Divorced,Retired,Master,48.78677777777778,56049.64624779425,4670.803853982854,7209.92924955885,SK,639.0,0,307862.4344052674
7345,7346,SK,1,Single,Retired,High School,57.0,55755.10026157688,4646.258355131407,7151.020052315376,SK,588.0,0,170608.40798644238
7346,7347,OR,1,Single,Employed,High School,77.0,58910.937385247205,4909.244782103934,7782.187477049441,OR,377.0,0,134011.27673105738
7347,7348,PB,1,Single,Self-Employed,PhD,68.0,59010.30613870142,4917.525511558451,7802.061227740283,PB,735.0,0,442695.1039730998
7348,7349,GJ,1,Married,Unemployed,Master,47.0,59935.80079297256,4251.840736500232,6204.417767600558,GJ,541.0,0,442695.1039730998
7349,7350,SK,0,Widowed,Retired,Bachelor,28.0,50324.32856674825,4193.694047229021,6064.86571334965,SK,755.0,0,442695.1039730998
7350,7351,KA,0,Married,Self-Employed,Master,45.0,65358.66351866616,5446.55529322218,9607.599055599849,KA,502.0,0,237926.3680758895
7351,7352,NL,1,Divorced,Employed,Master,61.0,59935.80079297256,3764.2139149554855,5034.113395893165,NL,671.0,0,442695.1039730998
7352,7353,TR,0,Divorced,Self-Employed,PhD,29.0,58284.17793437428,4857.014827864523,7656.835586874855,TR,530.0,0,152984.65556495226
7353,7354,MH,0,Single,Unemployed,High School,48.78677777777778,49866.74283462949,4155.561902885791,5973.348566925899,MH,786.0,0,442695.1039730998
7354,7355,ML,0,Widowed,Unemployed,Bachelor,43.0,65320.89438557845,5443.407865464871,9596.268315673537,ML,476.0,0,166960.35398381716
7355,7356,GA,0,Married,Retired,High School,48.78677777777778,79954.37304572889,5004.438100873866,7983.148454689412,GA,602.0,0,214571.36725011072
7356,7357,AR,0,Widowed,Self-Employed,Master,76.0,80688.79991614236,6724.06665967853,14206.63997484271,AR,498.0,0,215251.5715053632
7357,7358,TN,1,Divorced,Retired,Master,25.0,83207.23570567813,6933.936308806511,14962.170711703438,TN,511.0,0,322459.7109146649
7358,7359,KA,1,Divorced,Employed,Bachelor,78.0,53986.33004384186,4498.860836986822,6797.266008768372,KA,616.0,0,270746.95021709794
7359,7360,KA,0,Single,Employed,PhD,78.0,55499.15414703912,4624.92951225326,7099.830829407825,KA,668.0,0,183736.71945804072
7360,7361,UP,0,Married,Retired,Bachelor,71.0,37158.85835775268,3096.5715298127234,3431.771671550536,UP,816.0,0,394826.4644609474
7361,7362,JH,0,Married,Self-Employed,High School,45.0,53834.117499019325,4486.176458251611,6766.823499803865,JH,-1.0,1,195466.67863800217
7362,7363,BR,1,Widowed,Employed,Bachelor,48.78677777777778,59935.80079297256,4539.743264078204,7983.148454689412,BR,739.0,0,201225.85450824315
7363,7364,MZ,0,Widowed,Unemployed,PhD,47.0,48891.34255884997,4074.278546570831,7983.148454689412,MZ,695.0,0,226596.81940099684
7364,7365,JH,0,Divorced,Retired,Bachelor,26.0,48807.72341839078,4067.310284865898,7983.148454689412,JH,493.0,0,166342.1718282052
7365,7366,HP,0,Single,Employed,Master,56.0,29441.43257678094,2453.452714731745,1944.143257678094,HP,837.0,0,442695.1039730998
7366,7367,MP,0,Divorced,Self-Employed,Master,48.0,35845.573276996845,2987.131106416404,3169.114655399369,MP,367.0,0,192351.9016496862
7367,7368,KA,1,Widowed,Unemployed,Master,75.0,60801.78457641744,5066.81538136812,8240.535372925233,KA,841.0,0,251797.5449586608
7368,7369,JH,1,Single,Retired,Bachelor,48.78677777777778,61477.31951303514,5123.109959419595,8443.195853910542,JH,781.0,0,-19393.99053675189
7369,7370,TS,0,Widowed,Unemployed,PhD,73.0,68695.0056509244,5004.438100873866,7983.148454689412,TS,575.0,0,210516.12702695964
7370,7371,CG,1,Married,Retired,PhD,64.0,59935.80079297256,4611.65829467352,7067.979907216448,CG,718.0,0,173100.87152710248
7371,7372,AS,0,Widowed,Retired,Bachelor,51.0,60209.77628098495,5017.481356748745,8062.932884295484,AS,634.0,0,442695.1039730998
7372,7373,BR,1,Divorced,Self-Employed,PhD,72.0,82509.17188316636,6875.764323597197,14752.751564949907,BR,569.0,0,107366.0038215192
7373,7374,AS,0,Single,Employed,Master,48.0,59935.80079297256,4920.648764305254,7809.557034332611,AS,610.0,0,442695.1039730998
7374,7375,JH,1,Single,Employed,PhD,69.0,48622.75535146611,4051.8962792888415,5724.551070293222,JH,-1.0,1,214690.12968630943
7375,7376,TS,0,Single,Retired,PhD,42.0,38562.93772695991,3213.578143913326,3712.587545391983,TS,741.0,0,442695.1039730998
7376,7377,MP,0,Divorced,Unemployed,PhD,29.0,74354.63754513174,6196.219795427645,12306.391263539525,MP,-1.0,1,247762.32294888515
7377,7378,CG,0,Divorced,Unemployed,Bachelor,18.0,59935.80079297256,2444.986394922975,7983.148454689412,CG,813.0,0,205140.48943639136
7378,7379,MP,0,Divorced,Self-Employed,Master,48.78677777777778,59935.80079297256,5004.438100873866,4981.692969122834,MP,768.0,0,250947.81190288375
7379,7380,UK,1,Married,Employed,Bachelor,39.0,67534.42799285658,5627.868999404715,10260.328397856974,UK,377.0,0,278132.5952129966
7380,7381,TS,1,Single,Unemployed,Master,48.78677777777778,25682.04281668555,2140.170234723796,1568.204281668555,TS,768.0,0,284522.77058142587
7381,7382,AP,1,Single,Employed,High School,48.78677777777778,59935.80079297256,4078.467818178934,5788.322763629441,AP,578.0,0,169428.6212326355
7382,7383,TR,1,Single,Self-Employed,PhD,64.0,62325.01511332319,5193.751259443598,8697.504533996955,TR,-1.0,1,168236.05268722613
7383,7384,KA,0,Single,Retired,Bachelor,18.0,53099.92222438943,5004.438100873866,6619.984444877885,KA,411.0,0,328358.0301645064
7384,7385,UP,1,Married,Unemployed,PhD,18.0,42311.59930449164,3525.9666087076366,4462.319860898328,UP,627.0,0,442695.1039730998
7385,7386,AS,1,Single,Self-Employed,High School,74.0,49318.0021521496,4109.833512679133,7983.148454689412,AS,358.0,0,166391.42372320668
7386,7387,MZ,1,Married,Employed,Master,59.0,59935.80079297256,5004.438100873866,12411.715363931751,MZ,524.0,0,187108.9444414171
7387,7388,OR,1,Widowed,Employed,High School,71.0,92964.79303402636,5004.438100873866,17889.43791020791,OR,681.0,0,131444.95384971652
7388,7389,MP,0,Divorced,Retired,Bachelor,59.0,62510.79626868477,5209.233022390397,7983.148454689412,MP,634.0,0,442695.1039730998
7389,7390,ML,0,Divorced,Retired,PhD,38.0,24210.87036271436,2017.5725302261967,1421.0870362714363,ML,604.0,0,297208.2784067821
7390,7391,NL,1,Single,Unemployed,High School,32.0,70225.8409879907,5852.153415665892,11067.75229639721,NL,430.0,0,46990.75276994397
7391,7392,TN,1,Divorced,Unemployed,Master,34.0,52865.096737998014,4405.424728166501,6573.019347599603,TN,501.0,0,158693.67537433864
7392,7393,UP,0,Single,Self-Employed,High School,39.0,40282.38865970785,3356.8657216423208,4056.4777319415703,UP,573.0,0,209552.6114686413
7393,7394,PB,0,Married,Unemployed,PhD,55.0,45595.08507434704,3799.5904228622535,5119.017014869409,PB,532.0,0,325170.6206285289
7394,7395,TN,1,Divorced,Retired,Master,52.0,46359.78273920613,3863.3152282671776,5271.956547841226,TN,743.0,0,80500.5817883381
7395,7396,OR,1,Divorced,Employed,Master,62.0,34604.743149998765,2883.7285958332304,2920.948629999753,OR,522.0,0,269519.67376617034
7396,7397,GA,1,Married,Retired,PhD,33.0,58864.7620120854,4905.3968343404495,7772.95240241708,GA,649.0,0,186936.2883435812
7397,7398,TN,1,Married,Unemployed,High School,25.0,59935.80079297256,7742.220198964738,17871.99271627306,TN,528.0,0,212993.4069241216
7398,7399,GJ,0,Widowed,Employed,Master,79.0,40214.5603619489,3351.2133634957418,4042.91207238978,GJ,311.0,0,442695.1039730998
7399,7400,MN,0,Married,Retired,PhD,64.0,59935.80079297256,7696.020537736256,17705.673935850522,MN,828.0,0,189464.8070445805
7400,7401,CG,0,Single,Unemployed,Master,34.0,63746.100194570565,5312.175016214213,9123.83005837117,CG,518.0,0,197388.88972553605
7401,7402,ML,0,Single,Retired,Bachelor,34.0,58327.848807790506,4860.654067315875,7665.569761558101,ML,604.0,0,210799.20053563511
7402,7403,GA,0,Divorced,Retired,Master,71.0,54204.721528809416,4517.060127400785,6840.944305761884,GA,838.0,0,216107.85829636315
7403,7404,AS,0,Divorced,Retired,High School,48.78677777777778,45489.40498562301,3790.7837488019177,5097.880997124603,AS,545.0,0,112904.2262738906
7404,7405,KL,1,Married,Retired,Master,30.0,65253.34683302126,5437.778902751772,9576.00404990638,KL,482.0,0,212953.7476784354
7405,7406,BR,0,Single,Retired,Bachelor,34.0,59935.80079297256,5782.968570793712,10818.686854857364,BR,-1.0,1,234728.05682999935
7406,7407,UK,1,Married,Retired,Master,48.78677777777778,16347.42754244599,1362.2856285371658,634.742754244599,UK,-1.0,1,70911.38006958932
7407,7408,SK,0,Married,Retired,Master,34.0,105774.69010501768,8814.557508751474,7983.148454689412,SK,814.0,0,269150.9131438754
7408,7409,AS,1,Single,Retired,PhD,65.0,27402.24541650981,2283.5204513758176,1740.224541650981,AS,515.0,0,273213.13491655875
7409,7410,ML,0,Divorced,Self-Employed,PhD,31.0,50598.08155131385,4216.506795942821,7983.148454689412,ML,523.0,0,220238.9313340801
7410,7411,ML,0,Divorced,Retired,Master,62.0,13950.818532124267,1162.5682110103558,395.08185321242695,ML,400.0,0,92436.88394745528
7411,7412,TN,1,Divorced,Retired,PhD,23.0,59935.80079297256,4598.136127451666,7035.526705883998,TN,654.0,0,148094.58355305024
7412,7413,OR,1,Divorced,Self-Employed,PhD,52.0,51693.6502345648,4307.804186213733,6338.730046912961,OR,829.0,0,13947.628666113304
7413,7414,MN,1,Widowed,Employed,PhD,63.0,59935.80079297256,4232.459948300976,6157.903875922342,MN,481.0,0,171384.97881957897
7414,7415,HP,1,Widowed,Self-Employed,Master,31.0,65478.00609408752,5456.500507840627,9643.401828226257,HP,785.0,0,126921.7768335404
7415,7416,PB,0,Divorced,Unemployed,Bachelor,64.0,55611.38899151288,4634.282415959407,7122.277798302577,PB,619.0,0,194563.6505262074
7416,7417,AR,0,Single,Employed,Master,48.78677777777778,69691.53839093285,5807.628199244405,10907.461517279857,AR,336.0,0,280118.9847425623
7417,7418,GA,0,Single,Unemployed,Master,78.0,37728.046568144855,3144.003880678738,3545.609313628971,GA,-1.0,1,442695.1039730998
7418,7419,MH,0,Married,Employed,PhD,32.0,61392.89898301299,5116.0749152510825,8417.869694903897,MH,505.0,0,232889.1750613292
7419,7420,HP,0,Widowed,Retired,Master,71.0,48629.74289719833,4052.478574766528,5725.948579439666,HP,811.0,0,192993.3942853757
7420,7421,JH,1,Divorced,Employed,High School,48.78677777777778,53333.8899624019,4444.490830200159,6666.777992480381,JH,660.0,0,127687.01973136232
7421,7422,UP,0,Divorced,Retired,Master,44.0,64866.27568524929,5004.438100873866,9459.882705574786,UP,643.0,0,312733.6958789472
7422,7423,NL,0,Single,Employed,PhD,30.0,50922.49683460397,4243.541402883664,6184.499366920793,NL,-1.0,1,442695.1039730998
